Manulife_USD_REIT,Date,Dividends,Total Dividends/SGD
Manulife_USD_REIT,2018-02-12,0.025371,123.31447695000001
Manulife_USD_REIT,2018-08-13,0.025225,122.60485125000001
Manulife_USD_REIT,2019-05-07,0.021336,103.7025612
Manulife_USD_REIT,2020-02-12,0.01,48.6045
Manulife_USD_REIT,2019-02-18,0.030310000000000004,147.3202395
Manulife_USD_REIT,2019-08-20,0.008973,43.61281785
Manulife_USD_REIT,2019-09-26,0.014656,71.2347552
