Global_Investments,Date,Dividends,Total Dividends/SGD
Global_Investments,2019-05-02,0.005,54.105000000000004
Global_Investments,2018-03-06,0.006,64.926
Global_Investments,2017-08-25,0.0065,70.3365
Global_Investments,2018-08-24,0.005,54.105000000000004
Global_Investments,2019-08-23,0.005,54.105000000000004
Global_Investments,2020-05-04,0.005,54.105000000000004
